Cell,Label,Sex,Sample
1772063078_E04,3_pyramidal SS,Female,644
1772063068_C02,3_pyramidal SS,Male,645
1772063068_E08,3_pyramidal SS,Female,646
1772063068_C05,3_pyramidal SS,Male,647
1772063070_D09,3_pyramidal SS,Female,648
1772063077_B04,3_pyramidal SS,Male,649
1772062114_B06,3_pyramidal SS,Female,650
1772063065_B05,3_pyramidal SS,Male,651
1772063078_D10,3_pyramidal SS,Female,652
1772063078_E06,3_pyramidal SS,Male,653
1772063078_G09,3_pyramidal SS,Female,654
1772063070_F09,3_pyramidal SS,Male,655
1772063068_B07,3_pyramidal SS,Female,656
1772063068_A07,3_pyramidal SS,Male,657
1772062114_G09,3_pyramidal SS,Female,658
1772060224_C05,3_pyramidal SS,Male,659
1772063078_C10,3_pyramidal SS,Female,660
1772062128_F12,3_pyramidal SS,Male,661
1772060240_F09,3_pyramidal SS,Female,662
1772062128_A11,3_pyramidal SS,Male,663
1772060240_E07,3_pyramidal SS,Female,664
1772060240_E09,3_pyramidal SS,Male,665
1772060240_D04,3_pyramidal SS,Female,666
1772063068_D02,3_pyramidal SS,Male,667
1772063063_A02,3_pyramidal SS,Female,668
1772063068_E03,3_pyramidal SS,Male,669
1772060240_A02,3_pyramidal SS,Female,670
1772060240_C06,3_pyramidal SS,Male,671
1772060240_B09,3_pyramidal SS,Female,672
1772060240_A05,3_pyramidal SS,Male,673
1772060240_G02,3_pyramidal SS,Female,674
1772063065_A06,3_pyramidal SS,Male,675
1772063077_B02,3_pyramidal SS,Female,676
1772063068_E02,3_pyramidal SS,Male,677
1772063068_C11,3_pyramidal SS,Female,678
1772063068_C06,3_pyramidal SS,Male,679
1772063077_A07,3_pyramidal SS,Female,680
1772067054_A04,2_pyramidal_CA1,Male,681
1772066073_G02,2_pyramidal_CA1,Female,682
1772066098_A07,2_pyramidal_CA1,Male,683
1772067060_B12,2_pyramidal_CA1,Female,684
1772067059_F12,2_pyramidal_CA1,Male,685
1772067082_C12,2_pyramidal_CA1,Female,686
1772067069_B11,3_pyramidal SS,Male,687
1772067082_F04,2_pyramidal_CA1,Female,688
1772066077_H11,2_pyramidal_CA1,Male,689
1772071044_H04,2_pyramidal_CA1,Female,690
1772067058_F04,2_pyramidal_CA1,Male,691
1772066077_D08,2_pyramidal_CA1,Female,692
1772066090_A08,2_pyramidal_CA1,Male,693
1772067093_F09,2_pyramidal_CA1,Female,694
1772066070_B03,2_pyramidal_CA1,Male,695
1772071035_C06,2_pyramidal_CA1,Female,696
1772071036_C05,2_pyramidal_CA1,Male,697
1772067083_D06,2_pyramidal_CA1,Female,698
1772066090_F10,2_pyramidal_CA1,Male,699
1772066090_F06,2_pyramidal_CA1,Female,700
1772071035_G06,2_pyramidal_CA1,Male,701
1772071036_E02,2_pyramidal_CA1,Female,702
1772067082_E08,2_pyramidal_CA1,Male,703
1772066090_C03,2_pyramidal_CA1,Female,704
1772066077_G03,2_pyramidal_CA1,Male,705
1772067054_D06,2_pyramidal_CA1,Female,706
1772067093_F07,2_pyramidal_CA1,Male,707
1772067059_A07,2_pyramidal_CA1,Female,708
1772067094_F06,2_pyramidal_CA1,Male,709
1772066073_G06,2_pyramidal_CA1,Female,710
1772071040_C06,3_pyramidal SS,Male,711
1772071040_D07,3_pyramidal SS,Female,712
1772062116_E12,3_pyramidal SS,Male,713
1772066073_D09,2_pyramidal_CA1,Female,714
1772067058_F12,2_pyramidal_CA1,Male,715
1772066080_B06,2_pyramidal_CA1,Female,716
1772066090_G07,2_pyramidal_CA1,Male,717
1772066099_A12,2_pyramidal_CA1,Female,718
1772067058_H04,2_pyramidal_CA1,Male,719
1772067059_G08,2_pyramidal_CA1,Female,720
1772067070_D03,3_pyramidal SS,Male,721
1772071044_H01,2_pyramidal_CA1,Female,722
1772062111_B08,3_pyramidal SS,Male,723
1772066099_F07,2_pyramidal_CA1,Female,724
1772067076_C05,2_pyramidal_CA1,Male,725
1772071040_H11,3_pyramidal SS,Female,726
1772066077_H01,2_pyramidal_CA1,Male,727
1772066097_E07,2_pyramidal_CA1,Female,728
1772067070_C07,3_pyramidal SS,Male,729
1772071017_A02,3_pyramidal SS,Female,730
1772062109_C04,3_pyramidal SS,Male,731
1772071017_G07,3_pyramidal SS,Female,732
1772067074_A09,3_pyramidal SS,Male,733
1772071041_C06,3_pyramidal SS,Female,734
1772067070_D09,3_pyramidal SS,Male,735
1772067094_B06,2_pyramidal_CA1,Female,736
1772067063_C06,3_pyramidal SS,Male,737
1772063063_D03,3_pyramidal SS,Female,738
1772071041_B09,3_pyramidal SS,Male,739
1772067094_A03,2_pyramidal_CA1,Female,740
1772067066_D09,3_pyramidal SS,Male,741
1772071017_E11,3_pyramidal SS,Female,742
1772071017_B07,3_pyramidal SS,Male,743
1772060225_G12,3_pyramidal SS,Female,744
1772071041_A09,3_pyramidal SS,Male,745
1772067069_D09,3_pyramidal SS,Female,746
1772066107_A06,2_pyramidal_CA1,Male,747
1772066090_G08,2_pyramidal_CA1,Female,748
1772066076_C06,2_pyramidal_CA1,Male,749
1772066102_C12,2_pyramidal_CA1,Female,750
1772066070_H06,2_pyramidal_CA1,Male,751
1772066090_H06,2_pyramidal_CA1,Female,752
1772066076_D09,2_pyramidal_CA1,Male,753
1772066080_H01,2_pyramidal_CA1,Female,754
1772066080_E04,2_pyramidal_CA1,Male,755
1772066076_E02,2_pyramidal_CA1,Female,756
1772066099_D09,2_pyramidal_CA1,Male,757
1772066080_D06,2_pyramidal_CA1,Female,758
1772066070_H11,2_pyramidal_CA1,Male,759
1772067076_B12,2_pyramidal_CA1,Female,760
1772066080_D10,2_pyramidal_CA1,Male,761
1772066099_F03,2_pyramidal_CA1,Female,762
1772067076_F06,2_pyramidal_CA1,Male,763
1772066108_H03,2_pyramidal_CA1,Female,764
1772066077_A05,2_pyramidal_CA1,Male,765
1772066076_D05,2_pyramidal_CA1,Female,766
1772066076_A05,2_pyramidal_CA1,Male,767
1772067059_B09,2_pyramidal_CA1,Female,768
1772067076_C12,2_pyramidal_CA1,Male,769
1772067060_E11,2_pyramidal_CA1,Female,770
1772066070_F03,2_pyramidal_CA1,Male,771
1772066102_B10,2_pyramidal_CA1,Female,772
1772067054_A07,2_pyramidal_CA1,Male,773
1772067096_G07,2_pyramidal_CA1,Female,774
1772066090_E03,2_pyramidal_CA1,Male,775
1772066108_D11,2_pyramidal_CA1,Female,776
1772066070_A08,2_pyramidal_CA1,Male,777
1772066076_D07,2_pyramidal_CA1,Female,778
1772066097_G06,2_pyramidal_CA1,Male,779
1772066090_H03,2_pyramidal_CA1,Female,780
1772066090_E06,2_pyramidal_CA1,Male,781
1772066102_D10,2_pyramidal_CA1,Female,782
1772066070_C01,2_pyramidal_CA1,Male,783
1772066090_F01,2_pyramidal_CA1,Female,784
1772066070_C11,2_pyramidal_CA1,Male,785
1772066077_D05,2_pyramidal_CA1,Female,786
1772066070_E05,2_pyramidal_CA1,Male,787
1772066070_C04,2_pyramidal_CA1,Female,788
1772066100_B12,2_pyramidal_CA1,Male,789
1772066097_G07,2_pyramidal_CA1,Female,790
1772066070_E08,2_pyramidal_CA1,Male,791
1772066077_E06,2_pyramidal_CA1,Female,792
1772067096_H05,2_pyramidal_CA1,Male,793
1772067082_D09,2_pyramidal_CA1,Female,794
1772066074_C01,2_pyramidal_CA1,Male,795
1772067096_E02,2_pyramidal_CA1,Female,796
1772067096_G04,2_pyramidal_CA1,Male,797
1772066102_H06,2_pyramidal_CA1,Female,798
1772067094_A04,2_pyramidal_CA1,Male,799
1772066080_B10,2_pyramidal_CA1,Female,800
1772066090_C11,2_pyramidal_CA1,Male,801
1772066077_A04,2_pyramidal_CA1,Female,802
1772066077_H08,2_pyramidal_CA1,Male,803
1772066070_A04,2_pyramidal_CA1,Female,804
1772066090_H07,2_pyramidal_CA1,Male,805
1772067082_G01,2_pyramidal_CA1,Female,806
1772066073_F08,2_pyramidal_CA1,Male,807
1772066090_D11,2_pyramidal_CA1,Female,808
1772067076_D08,2_pyramidal_CA1,Male,809
1772067082_D01,2_pyramidal_CA1,Female,810
1772067083_D02,2_pyramidal_CA1,Male,811
1772067082_A11,2_pyramidal_CA1,Female,812
1772066107_E06,2_pyramidal_CA1,Male,813
1772067094_G06,2_pyramidal_CA1,Female,814
1772066077_B01,2_pyramidal_CA1,Male,815
1772066074_F03,2_pyramidal_CA1,Female,816
1772067093_B04,2_pyramidal_CA1,Male,817
1772066070_C06,2_pyramidal_CA1,Female,818
1772066070_C05,2_pyramidal_CA1,Male,819
1772066070_E12,2_pyramidal_CA1,Female,820
1772066070_G05,2_pyramidal_CA1,Male,821
1772066070_D08,2_pyramidal_CA1,Female,822
1772066090_G10,2_pyramidal_CA1,Male,823
1772066090_A01,2_pyramidal_CA1,Female,824
1772066070_B07,2_pyramidal_CA1,Male,825
1772066090_D07,2_pyramidal_CA1,Female,826
1772066100_A08,2_pyramidal_CA1,Male,827
1772066107_G05,2_pyramidal_CA1,Female,828
1772066070_H12,2_pyramidal_CA1,Male,829
1772066077_G12,2_pyramidal_CA1,Female,830
1772066070_F02,2_pyramidal_CA1,Male,831
1772066077_B12,2_pyramidal_CA1,Female,832
1772066089_C03,2_pyramidal_CA1,Male,833
1772066077_C10,2_pyramidal_CA1,Female,834
1772071044_G04,2_pyramidal_CA1,Male,835
1772066090_H05,2_pyramidal_CA1,Female,836
1772066090_B01,2_pyramidal_CA1,Male,837
1772066090_F07,2_pyramidal_CA1,Female,838
1772066108_E08,2_pyramidal_CA1,Male,839
1772066107_C10,2_pyramidal_CA1,Female,840
1772066070_C09,2_pyramidal_CA1,Male,841
1772066077_F04,2_pyramidal_CA1,Female,842
1772066090_G09,2_pyramidal_CA1,Male,843
1772066090_A11,2_pyramidal_CA1,Female,844
1772062116_F11,3_pyramidal SS,Male,845
1772066070_G11,2_pyramidal_CA1,Female,846
1772066077_G09,2_pyramidal_CA1,Male,847
1772066073_E05,2_pyramidal_CA1,Female,848
1772067094_C04,2_pyramidal_CA1,Male,849
1772066070_B05,2_pyramidal_CA1,Female,850
1772066073_G08,2_pyramidal_CA1,Male,851
1772066077_C09,2_pyramidal_CA1,Female,852
1772066107_A12,2_pyramidal_CA1,Male,853
1772066074_F01,2_pyramidal_CA1,Female,854
1772067096_D04,2_pyramidal_CA1,Male,855
1772066070_C03,2_pyramidal_CA1,Female,856
1772066080_D12,2_pyramidal_CA1,Male,857
1772067096_F12,2_pyramidal_CA1,Female,858
1772066090_E04,2_pyramidal_CA1,Male,859
1772067054_C07,2_pyramidal_CA1,Female,860
1772066089_A02,2_pyramidal_CA1,Male,861
1772066070_H04,2_pyramidal_CA1,Female,862
1772066107_E01,2_pyramidal_CA1,Male,863
1772067096_C11,2_pyramidal_CA1,Female,864
1772066070_F12,2_pyramidal_CA1,Male,865
1772066107_B09,2_pyramidal_CA1,Female,866
1772066070_E09,2_pyramidal_CA1,Male,867
1772066090_C10,2_pyramidal_CA1,Female,868
1772066070_H08,2_pyramidal_CA1,Male,869
1772066099_C03,2_pyramidal_CA1,Female,870
1772066090_E09,2_pyramidal_CA1,Male,871
1772066070_F07,2_pyramidal_CA1,Female,872
1772066070_D11,2_pyramidal_CA1,Male,873
1772066089_D12,2_pyramidal_CA1,Female,874
1772066090_C09,2_pyramidal_CA1,Male,875
1772067094_D09,2_pyramidal_CA1,Female,876
1772067059_A12,2_pyramidal_CA1,Male,877
1772067096_A04,2_pyramidal_CA1,Female,878
1772067058_G12,2_pyramidal_CA1,Male,879
1772067076_D10,2_pyramidal_CA1,Female,880
1772066102_G02,2_pyramidal_CA1,Male,881
1772071035_A07,2_pyramidal_CA1,Female,882
1772071045_F12,2_pyramidal_CA1,Male,883
1772066099_D11,2_pyramidal_CA1,Female,884
1772071044_G10,2_pyramidal_CA1,Male,885
1772067076_A01,2_pyramidal_CA1,Female,886
1772071045_F02,2_pyramidal_CA1,Male,887
1772071045_G12,2_pyramidal_CA1,Female,888
1772067076_A02,2_pyramidal_CA1,Male,889
1772067054_D11,2_pyramidal_CA1,Female,890
1772071036_D10,2_pyramidal_CA1,Male,891
1772067094_H12,2_pyramidal_CA1,Female,892
1772067058_F02,2_pyramidal_CA1,Male,893
1772067096_D10,2_pyramidal_CA1,Female,894
1772066099_A04,2_pyramidal_CA1,Male,895
1772067094_F01,2_pyramidal_CA1,Female,896
1772066108_H02,2_pyramidal_CA1,Male,897
1772067094_G07,2_pyramidal_CA1,Female,898
1772071036_F11,2_pyramidal_CA1,Male,899
1772067094_H04,2_pyramidal_CA1,Female,900
1772067096_C05,2_pyramidal_CA1,Male,901
1772067096_C12,2_pyramidal_CA1,Female,902
1772067054_D04,2_pyramidal_CA1,Male,903
1772067094_H07,2_pyramidal_CA1,Female,904
1772067058_G07,2_pyramidal_CA1,Male,905
1772067094_H11,2_pyramidal_CA1,Female,906
1772067096_H06,2_pyramidal_CA1,Male,907
1772067059_E11,2_pyramidal_CA1,Female,908
1772067096_E04,2_pyramidal_CA1,Male,909
1772071044_E08,2_pyramidal_CA1,Female,910
1772067094_F02,2_pyramidal_CA1,Male,911
1772071035_D08,2_pyramidal_CA1,Female,912
1772071036_H11,2_pyramidal_CA1,Male,913
1772067094_A02,2_pyramidal_CA1,Female,914
1772067054_G10,2_pyramidal_CA1,Male,915
1772067093_H02,2_pyramidal_CA1,Female,916
1772066102_A07,2_pyramidal_CA1,Male,917
1772067058_E06,2_pyramidal_CA1,Female,918
1772067093_A03,2_pyramidal_CA1,Male,919
1772067058_G10,2_pyramidal_CA1,Female,920
1772071036_H03,2_pyramidal_CA1,Male,921
1772067096_B12,2_pyramidal_CA1,Female,922
1772067094_A12,2_pyramidal_CA1,Male,923
1772067096_A09,2_pyramidal_CA1,Female,924
1772067060_E12,2_pyramidal_CA1,Male,925
1772067094_C02,2_pyramidal_CA1,Female,926
1772066102_D04,2_pyramidal_CA1,Male,927
1772067054_B03,2_pyramidal_CA1,Female,928
1772067058_B01,2_pyramidal_CA1,Male,929
1772067082_G02,2_pyramidal_CA1,Female,930
1772067054_E07,2_pyramidal_CA1,Male,931
1772066096_D07,2_pyramidal_CA1,Female,932
1772066095_C11,2_pyramidal_CA1,Male,933
1772067054_H06,2_pyramidal_CA1,Female,934
1772066073_E09,2_pyramidal_CA1,Male,935
1772071044_A11,2_pyramidal_CA1,Female,936
1772067059_H12,2_pyramidal_CA1,Male,937
1772067058_E11,2_pyramidal_CA1,Female,938
1772067060_C03,2_pyramidal_CA1,Male,939
1772066073_H02,2_pyramidal_CA1,Female,940
1772071035_H06,2_pyramidal_CA1,Male,941
1772066080_C02,2_pyramidal_CA1,Female,942
1772071045_B06,2_pyramidal_CA1,Male,943
1772066095_E07,2_pyramidal_CA1,Female,944
1772071036_F12,2_pyramidal_CA1,Male,945
1772071044_A09,2_pyramidal_CA1,Female,946
1772067059_D05,2_pyramidal_CA1,Male,947
1772067058_A11,2_pyramidal_CA1,Female,948
1772071044_E12,2_pyramidal_CA1,Male,949
1772067076_D06,2_pyramidal_CA1,Female,950
1772066076_H02,2_pyramidal_CA1,Male,951
1772066099_A07,2_pyramidal_CA1,Female,952
1772066074_B02,2_pyramidal_CA1,Male,953
1772071044_A07,2_pyramidal_CA1,Female,954
1772066077_B07,2_pyramidal_CA1,Male,955
1772066080_H11,2_pyramidal_CA1,Female,956
1772066099_B05,2_pyramidal_CA1,Male,957
1772071044_F04,2_pyramidal_CA1,Female,958
1772071036_B10,2_pyramidal_CA1,Male,959
1772066107_G03,2_pyramidal_CA1,Female,960
1772066099_G02,2_pyramidal_CA1,Male,961
1772067057_D06,2_pyramidal_CA1,Female,962
1772066076_H07,2_pyramidal_CA1,Male,963
1772071035_A12,2_pyramidal_CA1,Female,964
1772071044_B06,2_pyramidal_CA1,Male,965
1772071035_C09,2_pyramidal_CA1,Female,966
1772071045_A07,2_pyramidal_CA1,Male,967
1772067058_F06,2_pyramidal_CA1,Female,968
1772066099_D02,2_pyramidal_CA1,Male,969
1772071036_E07,2_pyramidal_CA1,Female,970
1772066089_C07,2_pyramidal_CA1,Male,971
1772071045_F04,2_pyramidal_CA1,Female,972
1772071036_C12,2_pyramidal_CA1,Male,973
1772066107_B02,2_pyramidal_CA1,Female,974
1772071036_A09,2_pyramidal_CA1,Male,975
1772066080_F12,2_pyramidal_CA1,Female,976
1772071035_H04,2_pyramidal_CA1,Male,977
1772071036_G08,2_pyramidal_CA1,Female,978
1772067057_G05,2_pyramidal_CA1,Male,979
1772071036_A01,2_pyramidal_CA1,Female,980
1772071035_F04,2_pyramidal_CA1,Male,981
1772071036_C08,2_pyramidal_CA1,Female,982
1772067059_G04,2_pyramidal_CA1,Male,983
1772066074_C08,2_pyramidal_CA1,Female,984
1772066102_B12,2_pyramidal_CA1,Male,985
1772066107_A01,2_pyramidal_CA1,Female,986
1772071036_D07,2_pyramidal_CA1,Male,987
1772067054_A12,2_pyramidal_CA1,Female,988
1772066080_F06,2_pyramidal_CA1,Male,989
1772071035_C04,2_pyramidal_CA1,Female,990
1772066107_H11,2_pyramidal_CA1,Male,991
1772067059_D04,2_pyramidal_CA1,Female,992
1772066074_E07,2_pyramidal_CA1,Male,993
1772066107_E03,2_pyramidal_CA1,Female,994
1772066107_E05,2_pyramidal_CA1,Male,995
1772066077_A12,2_pyramidal_CA1,Female,996
1772067059_G07,2_pyramidal_CA1,Male,997
1772071036_D11,2_pyramidal_CA1,Female,998
1772067058_B06,2_pyramidal_CA1,Male,999
1772067059_C12,2_pyramidal_CA1,Female,1000
1772071045_H07,2_pyramidal_CA1,Male,1001
1772066107_H04,2_pyramidal_CA1,Female,1002
1772067058_C06,2_pyramidal_CA1,Male,1003
1772066077_D12,2_pyramidal_CA1,Female,1004
1772067096_H02,2_pyramidal_CA1,Male,1005
1772066107_F12,2_pyramidal_CA1,Female,1006
1772071036_E04,2_pyramidal_CA1,Male,1007
1772071044_D11,2_pyramidal_CA1,Female,1008
1772066077_G05,2_pyramidal_CA1,Male,1009
1772066107_H06,2_pyramidal_CA1,Female,1010
1772066077_E05,2_pyramidal_CA1,Male,1011
1772067058_E04,2_pyramidal_CA1,Female,1012
1772066107_H03,2_pyramidal_CA1,Male,1013
1772067057_E06,2_pyramidal_CA1,Female,1014
1772066077_E04,2_pyramidal_CA1,Male,1015
1772066107_G10,2_pyramidal_CA1,Female,1016
1772066077_G04,2_pyramidal_CA1,Male,1017
1772066077_D10,2_pyramidal_CA1,Female,1018
1772066077_B09,2_pyramidal_CA1,Male,1019
1772071036_C06,2_pyramidal_CA1,Female,1020
1772066077_F05,2_pyramidal_CA1,Male,1021
1772066090_C02,2_pyramidal_CA1,Female,1022
1772066077_C11,2_pyramidal_CA1,Male,1023
1772066077_A10,2_pyramidal_CA1,Female,1024
1772071035_G09,2_pyramidal_CA1,Male,1025
1772066107_B04,2_pyramidal_CA1,Female,1026
1772066077_D06,2_pyramidal_CA1,Male,1027
1772066077_E09,2_pyramidal_CA1,Female,1028
1772066077_E11,2_pyramidal_CA1,Male,1029
1772066077_C06,2_pyramidal_CA1,Female,1030
1772066076_D06,2_pyramidal_CA1,Male,1031
1772067094_E04,2_pyramidal_CA1,Female,1032
1772067058_C07,2_pyramidal_CA1,Male,1033
1772071035_E06,2_pyramidal_CA1,Female,1034
1772067060_A01,2_pyramidal_CA1,Male,1035
1772067083_B04,2_pyramidal_CA1,Female,1036
1772066077_C01,2_pyramidal_CA1,Male,1037
1772067057_C11,2_pyramidal_CA1,Female,1038
1772066103_E06,2_pyramidal_CA1,Male,1039
1772066107_D02,2_pyramidal_CA1,Female,1040
1772066107_E04,2_pyramidal_CA1,Male,1041
1772071045_A04,2_pyramidal_CA1,Female,1042
1772067058_H06,2_pyramidal_CA1,Male,1043
1772067059_H04,2_pyramidal_CA1,Female,1044
1772071036_H04,2_pyramidal_CA1,Male,1045
1772066090_B09,2_pyramidal_CA1,Female,1046
1772066077_C04,2_pyramidal_CA1,Male,1047
1772071035_D03,2_pyramidal_CA1,Female,1048
1772066077_D07,2_pyramidal_CA1,Male,1049
1772066107_A02,2_pyramidal_CA1,Female,1050
1772067060_G04,2_pyramidal_CA1,Male,1051
1772071036_G04,2_pyramidal_CA1,Female,1052
1772071036_C10,2_pyramidal_CA1,Male,1053
1772066096_E11,2_pyramidal_CA1,Female,1054
1772071036_B06,2_pyramidal_CA1,Male,1055
1772071036_B04,2_pyramidal_CA1,Female,1056
1772066107_A03,2_pyramidal_CA1,Male,1057
1772071036_C11,2_pyramidal_CA1,Female,1058
1772071044_H06,2_pyramidal_CA1,Male,1059
1772067059_D09,2_pyramidal_CA1,Female,1060
1772066073_F07,2_pyramidal_CA1,Male,1061
1772067094_E06,2_pyramidal_CA1,Female,1062
1772066076_D02,2_pyramidal_CA1,Male,1063
1772066103_C06,2_pyramidal_CA1,Female,1064
1772071036_B11,2_pyramidal_CA1,Male,1065
1772066089_C12,2_pyramidal_CA1,Female,1066
1772066090_C04,2_pyramidal_CA1,Male,1067
1772066104_H07,3_pyramidal SS,Female,1068
1772067059_E12,2_pyramidal_CA1,Male,1069
1772067076_C04,2_pyramidal_CA1,Female,1070
1772071036_A11,2_pyramidal_CA1,Male,1071
1772066107_C11,2_pyramidal_CA1,Female,1072
1772067059_G12,2_pyramidal_CA1,Male,1073
1772066103_A02,2_pyramidal_CA1,Female,1074
1772071036_A12,2_pyramidal_CA1,Male,1075
1772066107_A11,2_pyramidal_CA1,Female,1076
1772066077_F06,2_pyramidal_CA1,Male,1077
1772066096_G09,2_pyramidal_CA1,Female,1078
1772066076_B02,2_pyramidal_CA1,Male,1079
1772066096_E07,2_pyramidal_CA1,Female,1080
1772066103_D11,2_pyramidal_CA1,Male,1081
1772066108_H01,2_pyramidal_CA1,Female,1082
1772066096_B07,2_pyramidal_CA1,Male,1083
1772066096_D03,2_pyramidal_CA1,Female,1084
1772066102_A09,2_pyramidal_CA1,Male,1085
1772071045_D04,2_pyramidal_CA1,Female,1086
1772067054_E05,2_pyramidal_CA1,Male,1087
1772067094_H06,2_pyramidal_CA1,Female,1088
1772067058_H10,2_pyramidal_CA1,Male,1089
1772071044_G05,2_pyramidal_CA1,Female,1090
1772071044_C07,2_pyramidal_CA1,Male,1091
1772067082_C08,2_pyramidal_CA1,Female,1092
1772066073_E04,2_pyramidal_CA1,Male,1093
1772067058_A07,2_pyramidal_CA1,Female,1094
1772071036_B05,2_pyramidal_CA1,Male,1095
1772071045_H04,2_pyramidal_CA1,Female,1096
1772071044_E11,2_pyramidal_CA1,Male,1097
1772071044_G01,2_pyramidal_CA1,Female,1098
1772067096_G10,2_pyramidal_CA1,Male,1099
1772066098_H11,2_pyramidal_CA1,Female,1100
1772071035_E10,2_pyramidal_CA1,Male,1101
1772067094_B10,2_pyramidal_CA1,Female,1102
1772067093_C02,2_pyramidal_CA1,Male,1103
1772067058_C05,2_pyramidal_CA1,Female,1104
1772066101_B04,2_pyramidal_CA1,Male,1105
1772071045_G05,2_pyramidal_CA1,Female,1106
1772067076_F05,2_pyramidal_CA1,Male,1107
1772066073_E11,2_pyramidal_CA1,Female,1108
1772067096_H04,2_pyramidal_CA1,Male,1109
1772071044_H12,2_pyramidal_CA1,Female,1110
1772066096_B12,2_pyramidal_CA1,Male,1111
1772067059_E06,2_pyramidal_CA1,Female,1112
1772067060_E04,2_pyramidal_CA1,Male,1113
1772066097_F06,2_pyramidal_CA1,Female,1114
1772066096_A09,2_pyramidal_CA1,Male,1115
1772066100_B03,2_pyramidal_CA1,Female,1116
1772071044_F05,2_pyramidal_CA1,Male,1117
1772071035_D12,2_pyramidal_CA1,Female,1118
1772066095_C04,2_pyramidal_CA1,Male,1119
1772071045_E10,2_pyramidal_CA1,Female,1120
1772066080_A04,2_pyramidal_CA1,Male,1121
1772071035_H12,2_pyramidal_CA1,Female,1122
1772066103_D05,2_pyramidal_CA1,Male,1123
1772071044_F10,2_pyramidal_CA1,Female,1124
1772066073_G07,2_pyramidal_CA1,Male,1125
1772066096_H08,2_pyramidal_CA1,Female,1126
1772066101_D06,2_pyramidal_CA1,Male,1127
1772066073_A11,2_pyramidal_CA1,Female,1128
1772066070_A11,2_pyramidal_CA1,Male,1129
1772066080_A06,2_pyramidal_CA1,Female,1130
1772066107_G02,2_pyramidal_CA1,Male,1131
1772066101_C06,2_pyramidal_CA1,Female,1132
1772067060_E02,2_pyramidal_CA1,Male,1133
1772066089_A05,2_pyramidal_CA1,Female,1134
1772066089_A06,2_pyramidal_CA1,Male,1135
1772071035_D05,2_pyramidal_CA1,Female,1136
1772071035_B10,2_pyramidal_CA1,Male,1137
1772066108_E04,2_pyramidal_CA1,Female,1138
1772071035_A06,2_pyramidal_CA1,Male,1139
1772066096_F02,2_pyramidal_CA1,Female,1140
1772066070_B11,2_pyramidal_CA1,Male,1141
1772066108_C07,2_pyramidal_CA1,Female,1142
1772066098_G02,2_pyramidal_CA1,Male,1143
1772066096_D12,2_pyramidal_CA1,Female,1144
1772066080_A02,2_pyramidal_CA1,Male,1145
1772071035_G05,2_pyramidal_CA1,Female,1146
1772066107_C06,2_pyramidal_CA1,Male,1147
1772066107_B06,2_pyramidal_CA1,Female,1148
1772066096_D09,2_pyramidal_CA1,Male,1149
1772066095_F03,2_pyramidal_CA1,Female,1150
1772066095_G06,2_pyramidal_CA1,Male,1151
1772067059_C02,2_pyramidal_CA1,Female,1152
1772066076_F12,2_pyramidal_CA1,Male,1153
1772071035_F10,2_pyramidal_CA1,Female,1154
1772066099_C06,2_pyramidal_CA1,Male,1155
1772067057_C05,2_pyramidal_CA1,Female,1156
1772066102_F09,2_pyramidal_CA1,Male,1157
1772071035_D11,2_pyramidal_CA1,Female,1158
1772066074_F08,2_pyramidal_CA1,Male,1159
1772066076_D11,2_pyramidal_CA1,Female,1160
1772066073_D07,2_pyramidal_CA1,Male,1161
1772066077_C12,2_pyramidal_CA1,Female,1162
1772066107_H01,2_pyramidal_CA1,Male,1163
1772066070_B12,2_pyramidal_CA1,Female,1164
1772066076_B11,2_pyramidal_CA1,Male,1165
1772066080_G10,2_pyramidal_CA1,Female,1166
1772066076_F09,2_pyramidal_CA1,Male,1167
1772066080_C06,2_pyramidal_CA1,Female,1168
1772066108_G07,2_pyramidal_CA1,Male,1169
1772066096_E04,2_pyramidal_CA1,Female,1170
1772066070_F10,2_pyramidal_CA1,Male,1171
1772067057_H10,2_pyramidal_CA1,Female,1172
1772066070_A10,2_pyramidal_CA1,Male,1173
1772066095_E05,2_pyramidal_CA1,Female,1174
1772066101_C09,2_pyramidal_CA1,Male,1175
1772066101_G12,2_pyramidal_CA1,Female,1176
1772066108_G09,2_pyramidal_CA1,Male,1177
1772066089_A12,2_pyramidal_CA1,Female,1178
1772066099_G06,2_pyramidal_CA1,Male,1179
1772066070_H10,2_pyramidal_CA1,Female,1180
1772071036_A06,2_pyramidal_CA1,Male,1181
1772066089_E11,2_pyramidal_CA1,Female,1182
1772066089_H05,2_pyramidal_CA1,Male,1183
1772066089_F04,2_pyramidal_CA1,Female,1184
1772066098_E11,2_pyramidal_CA1,Male,1185
1772066096_C06,2_pyramidal_CA1,Female,1186
1772066076_G10,2_pyramidal_CA1,Male,1187
1772066080_A01,2_pyramidal_CA1,Female,1188
1772066096_A12,2_pyramidal_CA1,Male,1189
1772066101_E11,2_pyramidal_CA1,Female,1190
1772066097_F11,2_pyramidal_CA1,Male,1191
1772066095_G01,2_pyramidal_CA1,Female,1192
1772071036_E12,2_pyramidal_CA1,Male,1193
1772066096_C10,2_pyramidal_CA1,Female,1194
1772066077_A01,2_pyramidal_CA1,Male,1195
1772067076_C11,2_pyramidal_CA1,Female,1196
1772066073_E01,2_pyramidal_CA1,Male,1197
1772066099_E12,2_pyramidal_CA1,Female,1198
1772066073_F01,2_pyramidal_CA1,Male,1199
